Interval=	0.01 s
ExcelDateTime=	3.9770532456315086e+004	18/11/2008 12:46:44.225623
TimeFormat=	StartOfBlock
ChannelTitle=	Channel 1	Channel 2	Channel 3
Range=	20.000 mV	50.000 mV	1000.0 µV
0.0	-7.874	-4.061	26.1
0.01	-7.909	-16.564	138.6
0.02	-7.946	-25.133	225.7
0.03	-7.986	-30.114	205.6
0.04	-8.024	-32.384	149.1
0.05	-8.059	-32.841	103.8
0.06	-8.092	-32.427	79.5
0.07	-8.126	-31.741	63.9
0.08	-8.161	-31.695	53.3
0.09	-8.198	-33.767	58.9
0.1	-8.235	-37.425	81.0
0.11	-8.270	-40.302	98.2
0.12	-8.306	-41.758	89.7
0.13	-8.342	-41.936	70.1
0.14	-8.381	-39.792	78.9
0.15	-8.422	-35.273	89.3
0.16	-8.467	-29.975	84.7
0.17	-8.512	-25.283	107.6
0.18	-8.558	-21.334	111.3
0.19	-8.601	-17.338	78.0
0.2	-8.642	-13.498	82.8
0.21	-8.682	-11.392	97.0
0.22	-8.723	-11.197	82.4
0.23	-8.764	-11.797	84.4
0.24	-8.806	-13.819	107.0
0.25	-8.851	-18.038	113.6
0.26	-8.896	-22.856	97.3
0.27	-8.943	-26.763	98.3
0.28	-8.989	-30.269	101.1
0.29	-9.035	-33.981	91.8
0.3	-9.081	-36.870	108.4
0.31	-9.128	-38.398	108.3
0.32	-9.173	-39.963	88.9
0.33	-9.216	-42.006	109.5
0.34	-9.259	-43.144	132.3
0.35	-9.303	-43.280	115.8
0.36	-9.348	-43.653	124.1
0.37	-9.392	-44.189	150.6
0.38	-9.437	-44.316	148.2
0.39	-9.481	-44.066	145.4
0.4	-9.524	-42.984	117.5
0.41	-9.569	-41.261	87.8
0.42	-9.616	-40.061	103.3
0.43	-9.664	-39.222	117.5
0.44	-9.711	-37.763	103.3
0.45	-9.756	-35.906	102.5
0.46	-9.799	-34.805	131.9
0.47	-9.846	-34.650	227.9
0.48	-9.897	-34.314	358.5
0.49	-9.950	-33.258	307.5
0.5	-9.998	-31.823	140.2
0.51	-10.039	-30.348	74.8
0.52	-10.074	-29.580	89.5
0.53	-10.103	-29.520	107.7
0.54	-10.128	-29.236	116.6
0.55	-10.156	-29.170	119.8
0.56	-10.191	-30.077	121.7
0.57	-10.229	-31.023	132.8
0.58	-10.270	-30.806	131.2
0.59	-10.313	-28.250	133.3
0.6	-10.357	-20.867	147.9
0.61	-10.398	-4.852	141.4
0.62	-10.437	19.867	141.7
0.63	-10.473	41.497	163.3
0.64	-10.509	50.111	190.8
0.65	-10.545	51.116	198.4
0.66	-10.581	51.139	203.5
0.67	-10.615	51.139	225.3
0.68	-10.647	51.139	245.4
0.69	-10.679	51.122	279.7
0.7	-10.711	50.713	310.3
0.71	-10.743	46.144	312.7
0.72	-10.774	32.405	305.9
0.73	-10.806	12.602	299.0
0.74	-10.842	-6.127	281.0
0.75	-10.883	-20.508	226.8
0.76	-10.923	-29.719	160.6
0.77	-10.958	-35.123	105.0
0.78	-10.991	-38.655	69.6
0.79	-11.024	-40.636	74.3
0.8	-11.056	-41.098	79.3
0.81	-11.085	-41.197	74.4
0.82	-11.110	-42.398	71.0
0.83	-11.131	-44.797	60.9
0.84	-11.150	-47.348	58.4
0.85	-11.171	-48.608	68.2
0.86	-11.192	-46.753	79.1
0.87	-11.214	-41.933	84.7
0.88	-11.233	-36.005	83.8
0.89	-11.248	-29.252	82.8
0.9	-11.259	-21.189	91.3
0.91	-11.272	-13.066	84.6
0.92	-11.286	-6.555	85.8
0.93	-11.299	-1.806	88.2
0.94	-11.316	1.377	79.4
0.95	-11.333	2.089	108.5
0.96	-11.351	-0.505	115.5
0.97	-11.369	-5.338	100.4
0.98	-11.388	-10.158	100.0
0.99	-11.406	-14.275	92.9
1.0	-11.424	-18.966	96.6
1.01	-11.441	-24.781	107.1
1.02	-11.461	-30.139	128.4
1.03	-11.482	-33.903	145.5
1.04	-11.506	-36.947	141.8
1.05	-11.530	-39.800	145.6
1.06	-11.553	-41.936	142.1
1.07	-11.575	-43.253	105.6
1.08	-11.598	-43.831	89.3
1.09	-11.620	-43.472	101.5
1.1	-11.643	-42.786	103.5
1.11	-11.663	-42.405	102.1
1.12	-11.679	-41.578	100.6
1.13	-11.691	-39.863	121.4
1.14	-11.706	-37.967	207.1
1.15	-11.732	-36.256	304.0
1.16	-11.764	-34.577	282.1
1.17	-11.792	-33.064	144.8
1.18	-11.812	-32.050	53.5
1.19	-11.829	-31.389	71.3
1.2	-11.836	-30.703	101.5
1.21	-11.832	-30.002	91.7
1.22	-11.828	-29.411	87.3
1.23	-11.829	-29.180	101.2
1.24	-11.834	-29.328	120.0
1.25	-11.842	-28.813	126.1
1.26	-11.855	-26.169	110.7
1.27	-11.867	-19.363	108.0
1.28	-11.874	-4.742	121.3
1.29	-11.878	18.681	126.8
1.3	-11.883	40.452	131.4
1.31	-11.886	49.864	152.0
1.32	-11.886	51.113	171.1
1.33	-11.886	51.136	177.0
1.34	-11.887	51.139	186.5
1.35	-11.888	51.139	204.1
1.36	-11.891	51.125	231.5
1.37	-11.893	50.742	262.5
1.38	-11.894	46.584	272.9
1.39	-11.893	33.973	277.7
1.4	-11.889	15.606	283.8
1.41	-11.891	-1.513	241.9
1.42	-11.902	-14.669	167.8
1.43	-11.913	-24.225	110.1
1.44	-11.918	-30.881	73.1
1.45	-11.916	-35.238	49.1
1.46	-11.913	-37.817	48.4
1.47	-11.903	-39.181	67.5
1.48	-11.879	-40.342	71.7
1.49	-11.840	-42.375	54.4
1.5	-11.785	-45.267	46.6
1.51	-11.723	-47.655	50.0
1.52	-11.664	-47.988	53.4
1.53	-11.606	-45.695	52.7
1.54	-11.544	-41.013	53.8
1.55	-11.477	-34.455	71.6
1.56	-11.403	-26.677	88.8
1.57	-11.325	-18.242	74.7
1.58	-11.244	-9.900	58.0
1.59	-11.158	-2.402	71.6
1.6	-11.064	3.809	86.4
1.61	-10.963	7.958	79.9
1.62	-10.853	9.197	59.8
1.63	-10.737	7.427	51.3
1.64	-10.617	3.256	70.5
1.65	-10.496	-2.263	94.8
1.66	-10.374	-8.675	88.0
1.67	-10.258	-16.089	76.6
1.68	-10.149	-23.592	89.2
1.69	-10.047	-29.777	95.1
1.7	-9.952	-34.264	93.5
1.71	-9.860	-37.622	107.3
1.72	-9.768	-40.367	125.6
1.73	-9.676	-42.755	112.0
1.74	-9.586	-44.752	95.3
1.75	-9.496	-45.709	85.7
1.76	-9.411	-45.389	69.5
1.77	-9.332	-44.381	73.5
1.78	-9.256	-43.084	78.3
1.79	-9.180	-41.742	80.7
1.8	-9.099	-40.736	91.2
1.81	-9.018	-40.116	144.7
1.82	-8.942	-39.545	274.9
1.83	-8.873	-38.898	303.5
1.84	-8.805	-37.930	164.1
1.85	-8.734	-36.645	68.3
1.86	-8.657	-35.825	59.1
1.87	-8.574	-35.467	68.9
1.88	-8.488	-34.744	92.9
1.89	-8.407	-34.069	92.8
1.9	-8.332	-34.442	77.8
1.91	-8.261	-34.905	79.5
1.92	-8.188	-33.259	89.5
1.93	-8.114	-27.545	81.9
1.94	-8.042	-14.591	77.5
1.95	-7.969	8.766	99.5
1.96	-7.895	34.570	111.0
1.97	-7.820	48.430	120.2
1.98	-7.747	51.053	123.7
1.99	-7.676	51.131	136.5
2.0	-7.607	51.139	154.5
2.01	-7.538	51.139	153.7
2.02	-7.468	51.134	190.3
2.03	-7.401	51.047	233.5
2.04	-7.336	48.858	245.8
2.05	-7.276	39.041	256.0
2.06	-7.219	21.063	267.7
2.07	-7.167	2.417	260.5
2.08	-7.121	-11.711	236.2
2.09	-7.081	-21.181	181.1
2.1	-7.044	-27.486	103.1
2.11	-7.005	-31.583	59.3
2.12	-6.963	-33.222	33.5
2.13	-6.921	-32.844	14.4
2.14	-6.881	-32.058	22.3
2.15	-6.844	-32.223	30.0
2.16	-6.812	-33.738	26.5
2.17	-6.786	-36.527	15.4
2.18	-6.767	-40.145	1.0
2.19	-6.753	-43.072	15.3
2.2	-6.741	-43.666	35.2
2.21	-6.728	-41.502	31.8
2.22	-6.712	-37.402	39.0
2.23	-6.696	-32.423	51.9
2.24	-6.679	-27.100	51.6
2.25	-6.662	-21.692	39.2
2.26	-6.646	-16.427	32.8
2.27	-6.634	-11.714	40.6
2.28	-6.624	-8.883	35.4
2.29	-6.615	-8.920	41.8
2.3	-6.607	-10.547	40.4
2.31	-6.599	-12.470	26.8
2.32	-6.591	-15.581	41.8
2.33	-6.586	-20.594	47.6
2.34	-6.582	-26.088	44.5
2.35	-6.579	-30.447	40.2
2.36	-6.579	-33.898	33.0
2.37	-6.578	-37.314	29.7
2.38	-6.577	-40.503	35.7
2.39	-6.573	-42.980	55.9
2.4	-6.569	-44.898	53.4
2.41	-6.565	-46.366	30.4
2.42	-6.563	-47.050	42.2
2.43	-6.560	-46.781	67.4
2.44	-6.558	-45.981	59.0
2.45	-6.556	-45.067	59.1
2.46	-6.556	-44.189	82.5
2.47	-6.558	-43.438	81.9
2.48	-6.560	-42.828	72.6
2.49	-6.562	-42.202	55.6
2.5	-6.563	-41.391	33.2
2.51	-6.564	-40.563	44.0
2.52	-6.567	-39.519	53.6
2.53	-6.567	-37.931	31.7
2.54	-6.564	-36.314	35.5
2.55	-6.559	-34.850	79.1
