Interval=	0.01 s
ExcelDateTime=	3.9778684800319803e+004	26/11/2008 16:26:06.747631
TimeFormat=	StartOfBlock
ChannelTitle=	Channel 1	Channel 2	Channel 3
Range=	20.000 mV	20.000 mV	1000.0 µV
0.0	-9.807	4.246	-6.2
0.01	-9.771	-4.933	-26.8
0.02	-9.736	-11.742	-59.9
0.03	-9.701	-14.953	-98.6
0.04	-9.668	-17.034	-104.8
0.05	-9.639	-19.091	-97.8
0.06	-9.609	-20.031	-111.1
0.07	-9.578	-20.048	-122.8
0.08	-9.547	-19.767	-125.7
0.09	-9.518	-19.857	-102.0
0.1	-9.491	-20.256	-86.4
0.11	-9.464	-20.442	-101.5
0.12	-9.440	-20.456	-97.7
0.13	-9.417	-20.456	-96.5
0.14	-9.394	-20.456	-101.0
0.15	-9.371	-20.456	-87.0
0.16	-9.348	-20.456	-75.0
0.17	-9.327	-20.450	-72.6
0.18	-9.305	-20.209	-67.5
0.19	-9.283	-18.820	-62.9
0.2	-9.263	-16.148	-61.8
0.21	-9.246	-13.602	-56.9
0.22	-9.229	-11.886	-57.8
0.23	-9.213	-10.951	-75.2
0.24	-9.195	-11.194	-73.8
0.25	-9.177	-12.483	-51.9
0.26	-9.159	-14.114	-63.6
0.27	-9.143	-15.821	-77.3
0.28	-9.127	-17.587	-59.0
0.29	-9.114	-19.161	-56.4
0.3	-9.101	-20.123	-52.4
0.31	-9.088	-20.426	-44.0
0.32	-9.075	-20.456	-58.3
0.33	-9.061	-20.456	-53.4
0.34	-9.047	-20.456	-29.4
0.35	-9.034	-20.456	-15.6
0.36	-9.021	-20.456	-21.4
0.37	-9.008	-20.456	-38.3
0.38	-8.995	-20.456	-47.3
0.39	-8.982	-20.456	-49.1
0.4	-8.969	-20.456	-43.2
0.41	-8.957	-20.409	-46.1
0.42	-8.944	-20.115	-58.7
0.43	-8.933	-19.570	-53.4
0.44	-8.922	-19.085	-63.2
0.45	-8.911	-18.694	-90.4
0.46	-8.901	-18.253	-103.8
0.47	-8.890	-17.789	-28.1
0.48	-8.879	-17.328	293.4
0.49	-8.869	-16.796	692.8
0.5	-8.860	-16.240	705.4
0.51	-8.849	-15.883	347.8
0.52	-8.838	-15.840	74.9
0.53	-8.827	-15.984	2.1
0.54	-8.817	-16.141	-18.0
0.55	-8.808	-16.335	-30.9
0.56	-8.796	-16.573	-31.3
0.57	-8.783	-16.656	-26.5
0.58	-8.768	-16.552	-36.8
0.59	-8.755	-16.399	-27.5
0.6	-8.743	-16.087	-1.7
0.61	-8.732	-14.866	1.7
0.62	-8.721	-11.218	19.7
0.63	-8.711	-3.491	38.5
0.64	-8.700	7.630	64.4
0.65	-8.690	16.708	96.8
0.66	-8.681	20.088	102.5
0.67	-8.674	20.446	122.8
0.68	-8.670	20.456	169.2
0.69	-8.667	20.456	205.8
0.7	-8.664	20.456	235.7
0.71	-8.664	20.456	259.3
0.72	-8.664	20.452	254.5
0.73	-8.664	20.379	215.9
0.74	-8.666	18.942	132.6
0.75	-8.668	13.493	38.5
0.76	-8.671	4.594	-38.1
0.77	-8.674	-3.968	-95.6
0.78	-8.678	-10.243	-99.2
0.79	-8.682	-14.336	-93.7
0.8	-8.691	-16.718	-111.8
0.81	-8.705	-17.751	-128.5
0.82	-8.720	-17.948	-144.5
0.83	-8.735	-18.134	-147.7
0.84	-8.754	-18.916	-135.8
0.85	-8.780	-19.907	-118.3
0.86	-8.809	-20.387	-111.7
0.87	-8.838	-20.455	-115.9
0.88	-8.867	-20.456	-121.6
0.89	-8.896	-20.456	-122.0
0.9	-8.922	-20.456	-112.5
0.91	-8.951	-20.456	-110.2
0.92	-8.979	-20.456	-104.5
0.93	-9.009	-20.454	-97.9
0.94	-9.040	-20.374	-111.5
0.95	-9.072	-19.676	-117.6
0.96	-9.106	-17.834	-100.2
0.97	-9.138	-15.426	-94.0
0.98	-9.168	-13.483	-92.5
0.99	-9.197	-12.654	-85.6
1.0	-9.227	-13.046	-91.0
1.01	-9.257	-14.156	-89.7
1.02	-9.289	-15.577	-87.6
1.03	-9.321	-17.192	-85.7
1.04	-9.354	-18.782	-83.8
1.05	-9.384	-19.923	-89.2
1.06	-9.412	-20.384	-91.0
1.07	-9.439	-20.454	-87.2
1.08	-9.467	-20.456	-85.1
1.09	-9.497	-20.456	-79.7
1.1	-9.526	-20.456	-75.4
1.11	-9.556	-20.456	-81.1
1.12	-9.585	-20.456	-78.2
1.13	-9.614	-20.456	-68.3
1.14	-9.641	-20.456	-55.1
1.15	-9.666	-20.456	-37.6
1.16	-9.691	-20.456	-20.3
1.17	-9.716	-20.449	-30.0
1.18	-9.741	-20.346	-60.7
1.19	-9.765	-20.143	-67.8
1.2	-9.789	-20.011	-79.3
1.21	-9.814	-19.700	-90.7
1.22	-9.838	-19.201	-63.4
1.23	-9.863	-18.065	-52.9
1.24	-9.887	-16.493	-74.8
1.25	-9.912	-16.377	-80.8
1.26	-9.937	-17.194	-87.0
1.27	-9.962	-17.203	-117.9
1.28	-9.986	-16.413	-26.3
1.29	-10.011	-15.543	349.8
1.3	-10.036	-15.309	684.2
1.31	-10.059	-15.644	573.9
1.32	-10.081	-16.011	260.3
1.33	-10.103	-16.249	65.6
1.34	-10.124	-16.485	-18.3
1.35	-10.145	-16.909	-45.2
1.36	-10.164	-17.479	-48.8
1.37	-10.181	-17.831	-53.6
1.38	-10.196	-17.691	-57.3
1.39	-10.212	-17.276	-45.4
1.4	-10.229	-16.889	-27.1
1.41	-10.249	-16.091	-20.8
1.42	-10.268	-13.538	-27.7
1.43	-10.289	-7.461	-21.3
1.44	-10.311	2.963	7.3
1.45	-10.334	13.837	45.4
1.46	-10.358	19.424	69.8
1.47	-10.379	20.426	78.4
1.48	-10.400	20.453	106.6
1.49	-10.421	20.456	156.5
1.5	-10.441	20.456	172.8
1.51	-10.459	20.456	170.4
1.52	-10.479	20.456	196.8
1.53	-10.498	20.448	208.9
1.54	-10.517	20.120	171.8
1.55	-10.536	17.291	96.9
1.56	-10.555	9.936	11.8
1.57	-10.573	0.739	-53.4
1.58	-10.589	-6.564	-87.3
1.59	-10.605	-11.313	-126.7
1.6	-10.618	-13.928	-157.1
1.61	-10.629	-14.913	-160.8
1.62	-10.639	-14.992	-143.9
1.63	-10.646	-14.894	-123.9
1.64	-10.652	-15.321	-131.3
1.65	-10.658	-16.912	-126.8
1.66	-10.662	-19.049	-127.9
1.67	-10.662	-20.244	-140.3
1.68	-10.658	-20.452	-140.4
1.69	-10.649	-20.456	-140.9
1.7	-10.639	-20.456	-125.8
1.71	-10.625	-20.456	-117.5
1.72	-10.607	-20.456	-103.9
1.73	-10.586	-20.454	-88.5
1.74	-10.559	-20.421	-106.6
1.75	-10.529	-19.854	-123.7
1.76	-10.494	-17.919	-121.5
1.77	-10.456	-15.113	-106.3
1.78	-10.418	-12.856	-101.3
1.79	-10.379	-11.706	-96.6
1.8	-10.341	-11.599	-89.6
1.81	-10.301	-12.373	-109.7
1.82	-10.261	-13.722	-105.3
1.83	-10.220	-15.279	-95.5
1.84	-10.178	-16.916	-108.8
1.85	-10.136	-18.573	-92.4
1.86	-10.093	-19.841	-71.9
1.87	-10.052	-20.376	-80.3
1.88	-10.013	-20.455	-96.2
1.89	-9.974	-20.456	-84.3
1.9	-9.936	-20.456	-76.8
1.91	-9.899	-20.456	-84.5
1.92	-9.862	-20.456	-77.1
1.93	-9.826	-20.456	-74.4
1.94	-9.791	-20.456	-50.3
1.95	-9.756	-20.456	-24.5
1.96	-9.721	-20.456	-39.3
1.97	-9.686	-20.456	-49.5
1.98	-9.654	-20.433	-45.9
1.99	-9.622	-20.233	-44.0
2.0	-9.591	-19.692	-56.6
2.01	-9.560	-19.021	-81.8
2.02	-9.530	-18.546	-78.8
2.03	-9.502	-18.274	-58.1
2.04	-9.474	-18.049	-69.0
2.05	-9.447	-17.738	-73.8
2.06	-9.422	-17.291	-55.5
2.07	-9.396	-16.783	-82.3
2.08	-9.370	-16.329	-7.4
2.09	-9.345	-15.990	345.4
2.1	-9.321	-15.926	686.9
2.11	-9.297	-16.246	583.2
2.12	-9.274	-16.703	236.4
2.13	-9.251	-17.150	61.1
2.14	-9.229	-17.801	19.7
2.15	-9.206	-18.555	-9.6
2.16	-9.183	-18.839	-44.5
2.17	-9.160	-18.464	-50.5
2.18	-9.138	-17.901	-43.5
2.19	-9.114	-17.559	-43.5
2.2	-9.090	-17.347	-21.0
2.21	-9.068	-16.619	-3.1
2.22	-9.046	-14.167	13.6
2.23	-9.025	-8.464	29.1
2.24	-9.004	1.516	32.0
2.25	-8.984	12.666	45.6
2.26	-8.964	19.030	76.3
2.27	-8.944	20.401	106.9
2.28	-8.925	20.452	137.5
2.29	-8.908	20.456	168.8
2.3	-8.890	20.456	197.7
2.31	-8.873	20.456	218.5
2.32	-8.857	20.456	226.8
2.33	-8.843	20.449	226.9
2.34	-8.829	20.166	189.3
2.35	-8.814	17.526	104.9
2.36	-8.801	10.325	25.5
2.37	-8.787	0.924	-25.3
2.38	-8.773	-6.790	-79.1
2.39	-8.759	-11.823	-128.9
2.4	-8.745	-14.599	-139.3
2.41	-8.735	-15.801	-130.5
2.42	-8.725	-16.118	-135.8
2.43	-8.713	-16.208	-147.5
2.44	-8.701	-16.892	-139.8
2.45	-8.691	-18.464	-132.1
2.46	-8.682	-19.897	-123.5
2.47	-8.674	-20.411	-101.0
2.48	-8.666	-20.454	-99.6
2.49	-8.658	-20.456	-119.8
2.5	-8.651	-20.456	-132.5
2.51	-8.643	-20.456	-126.4
2.52	-8.636	-20.456	-102.4
2.53	-8.627	-20.456	-101.2
2.54	-8.619	-20.453	-105.1
2.55	-8.612	-20.258	-80.8
2.56	-8.607	-19.036	-83.2
2.57	-8.604	-16.594	-85.7
2.58	-8.601	-14.339	-91.0
2.59	-8.598	-13.218	-106.8
2.6	-8.596	-13.106	-86.9
2.61	-8.593	-13.831	-72.1
2.62	-8.591	-15.123	-82.0
2.63	-8.588	-16.669	-99.3
2.64	-8.586	-18.289	-85.6
2.65	-8.585	-19.629	-66.9
2.66	-8.584	-20.301	-82.8
2.67	-8.585	-20.449	-91.8
2.68	-8.586	-20.456	-85.5
2.69	-8.587	-20.456	-72.5
2.7	-8.588	-20.456	-78.8
2.71	-8.589	-20.456	-96.3
2.72	-8.590	-20.456	-82.9
2.73	-8.591	-20.456	-66.2
2.74	-8.593	-20.456	-54.0
2.75	-8.596	-20.456	-52.0
2.76	-8.599	-20.456	-81.8
2.77	-8.604	-20.456	-90.0
2.78	-8.610	-20.456	-73.5
2.79	-8.617	-20.454	-69.4
