Interval=	0.01 s
ExcelDateTime=	3.9778671384151137e+004	26/11/2008 16:06:47.590658
TimeFormat=	StartOfBlock
ChannelTitle=	Channel 1	Channel 2	Channel 3
Range=	20.000 mV	20.000 mV	1000.0 µV
0.0	-8.973	-13.356	-8.8
0.01	-8.979	-12.188	-40.0
0.02	-8.986	-11.914	-71.7
0.03	-8.993	-12.385	-84.2
0.04	-9.001	-13.312	-85.4
0.05	-9.009	-14.466	-83.1
0.06	-9.017	-15.774	-74.2
0.07	-9.024	-17.223	-71.9
0.08	-9.030	-18.695	-79.6
0.09	-9.035	-19.839	-78.7
0.1	-9.041	-20.358	-71.0
0.11	-9.046	-20.453	-64.8
0.12	-9.053	-20.456	-67.1
0.13	-9.058	-20.456	-72.3
0.14	-9.064	-20.456	-61.9
0.15	-9.069	-20.450	-52.7
0.16	-9.073	-20.370	-57.6
0.17	-9.078	-20.095	-58.6
0.18	-9.082	-19.633	-55.8
0.19	-9.087	-19.099	-50.4
0.2	-9.091	-18.537	-37.9
0.21	-9.095	-17.936	-18.0
0.22	-9.100	-17.391	-2.5
0.23	-9.106	-16.984	-0.5
0.24	-9.113	-16.632	2.0
0.25	-9.120	-16.264	-0.4
0.26	-9.127	-15.934	-21.9
0.27	-9.134	-15.679	-39.8
0.28	-9.141	-15.474	-42.2
0.29	-9.148	-15.279	-50.6
0.3	-9.157	-15.064	-59.3
0.31	-9.168	-14.904	-50.4
0.32	-9.181	-14.903	-49.3
0.33	-9.196	-14.976	-61.6
0.34	-9.210	-14.941	-80.3
0.35	-9.224	-14.858	-40.0
0.36	-9.240	-14.860	230.5
0.37	-9.259	-14.853	656.7
0.38	-9.279	-14.762	768.9
0.39	-9.301	-14.689	453.8
0.4	-9.324	-14.739	141.8
0.41	-9.351	-14.894	26.2
0.42	-9.378	-15.061	-3.1
0.43	-9.400	-15.131	-21.7
0.44	-9.416	-15.028	-30.7
0.45	-9.427	-14.790	-24.9
0.46	-9.436	-14.567	-19.6
0.47	-9.445	-14.382	-15.8
0.48	-9.456	-13.878	-5.3
0.49	-9.467	-12.373	14.4
0.5	-9.478	-8.904	38.7
0.51	-9.489	-2.288	59.6
0.52	-9.501	7.491	67.3
0.53	-9.514	16.244	76.8
0.54	-9.529	19.958	102.8
0.55	-9.546	20.445	137.5
0.56	-9.565	20.454	177.5
0.57	-9.586	20.456	211.3
0.58	-9.606	20.453	226.3
0.59	-9.627	20.421	232.8
0.6	-9.649	19.445	223.2
0.61	-9.671	14.348	185.2
0.62	-9.692	4.147	134.8
0.63	-9.713	-7.048	71.8
0.64	-9.734	-15.354	6.6
0.65	-9.754	-19.442	-40.3
0.66	-9.774	-20.407	-75.4
0.67	-9.796	-20.454	-90.1
0.68	-9.819	-20.456	-86.3
0.69	-9.842	-20.456	-89.8
0.7	-9.866	-20.456	-99.8
0.71	-9.888	-20.456	-96.5
0.72	-9.912	-20.456	-85.1
0.73	-9.936	-20.456	-80.6
0.74	-9.960	-20.456	-78.7
0.75	-9.981	-20.456	-77.6
0.76	-10.001	-20.456	-74.0
0.77	-10.020	-20.456	-65.3
0.78	-10.037	-20.456	-59.4
0.79	-10.054	-20.456	-58.4
0.8	-10.072	-20.454	-59.7
0.81	-10.089	-20.344	-59.9
0.82	-10.108	-19.518	-61.8
0.83	-10.126	-17.519	-58.0
0.84	-10.144	-15.099	-49.3
0.85	-10.163	-13.219	-45.6
0.86	-10.185	-12.187	-42.7
