Interval=	0.01 s
ExcelDateTime=	3.9778676095794086e+004	26/11/2008 16:13:34.676609
TimeFormat=	StartOfBlock
ChannelTitle=	Channel 1	Channel 2	Channel 3
Range=	20.000 mV	20.000 mV	1000.0 µV
0.0	-9.234	-19.567	-7.4
0.01	-9.224	-19.058	-16.4
0.02	-9.215	-18.560	-12.3
0.03	-9.206	-18.096	-18.0
0.04	-9.196	-17.662	-14.3
0.05	-9.187	-17.254	-21.5
0.06	-9.177	-16.886	-48.2
0.07	-9.166	-16.563	-55.4
0.08	-9.156	-16.244	-54.4
0.09	-9.144	-15.910	-58.3
0.1	-9.134	-15.577	-61.8
0.11	-9.123	-15.273	-62.8
0.12	-9.113	-15.056	-61.1
0.13	-9.103	-14.949	-71.6
0.14	-9.092	-14.913	-30.0
0.15	-9.082	-14.905	229.6
0.16	-9.072	-14.898	580.8
0.17	-9.065	-14.881	583.0
0.18	-9.056	-14.898	280.5
0.19	-9.047	-15.069	81.9
0.2	-9.038	-15.429	23.2
0.21	-9.027	-15.810	-8.3
0.22	-9.016	-15.989	-32.4
0.23	-9.002	-15.930	-50.4
0.24	-8.988	-15.772	-43.1
0.25	-8.974	-15.548	-27.7
0.26	-8.961	-14.996	-19.3
0.27	-8.948	-13.483	-11.3
0.28	-8.936	-9.983	-6.2
0.29	-8.924	-3.264	-0.1
0.3	-8.911	6.765	14.7
0.31	-8.899	15.916	38.5
0.32	-8.888	19.902	68.3
0.33	-8.878	20.445	88.8
0.34	-8.869	20.454	108.7
0.35	-8.859	20.456	128.0
0.36	-8.851	20.456	133.0
0.37	-8.843	20.451	149.1
0.38	-8.836	20.363	170.8
0.39	-8.829	18.688	168.4
0.4	-8.823	12.413	139.4
0.41	-8.818	2.171	88.1
0.42	-8.813	-7.921	26.8
0.43	-8.808	-15.407	-28.7
0.44	-8.805	-19.338	-73.4
0.45	-8.802	-20.383	-103.3
0.46	-8.799	-20.453	-121.2
0.47	-8.797	-20.456	-125.9
0.48	-8.794	-20.456	-118.9
0.49	-8.791	-20.456	-110.1
0.5	-8.787	-20.456	-103.6
0.51	-8.786	-20.456	-107.9
0.52	-8.784	-20.456	-115.9
0.53	-8.783	-20.456	-117.1
0.54	-8.779	-20.456	-97.3
0.55	-8.777	-20.456	-93.7
0.56	-8.774	-20.456	-104.3
0.57	-8.773	-20.456	-90.8
0.58	-8.773	-20.456	-90.1
0.59	-8.773	-20.445	-90.3
0.6	-8.772	-20.166	-73.3
