Interval=	0.01 s
ExcelDateTime=	3.9769421720458435e+004	17/11/2008 10:07:16.647609
TimeFormat=	StartOfBlock
ChannelTitle=	Channel 1	Channel 2	Channel 3
Range=	20.000 mV	50.000 mV	2.000 mV
0.0	-5.442	-30.123	-0.033
0.01	-5.424	-30.045	-0.011
0.02	-5.407	-29.958	0.012
0.03	-5.393	-29.838	0.065
0.04	-5.380	-29.742	0.005
0.05	-5.368	-29.634	-0.041
0.06	-5.356	-29.350	-0.057
0.07	-5.344	-28.863	-0.109
0.08	-5.333	-28.231	-0.061
0.09	-5.319	-27.402	-0.059
0.1	-5.306	-26.452	-0.113
0.11	-5.291	-25.609	-0.075
0.12	-5.278	-24.877	-0.076
0.13	-5.267	-24.234	-0.106
0.14	-5.258	-23.789	-0.096
0.15	-5.250	-23.559	-0.165
0.16	-5.242	-23.489	0.061
0.17	-5.235	-23.550	0.685
0.18	-5.229	-23.730	1.015
0.19	-5.224	-23.975	0.518
0.2	-5.220	-24.248	0.055
0.21	-5.216	-24.584	0.039
0.22	-5.211	-24.992	-0.039
0.23	-5.205	-25.370	-0.097
0.24	-5.199	-25.602	-0.094
0.25	-5.192	-25.641	-0.083
0.26	-5.186	-25.370	-0.113
0.27	-5.178	-24.698	-0.087
0.28	-5.168	-23.675	-0.057
0.29	-5.157	-22.327	-0.078
0.3	-5.147	-20.158	-0.024
0.31	-5.137	-15.909	-0.026
0.32	-5.128	-7.897	-0.045
0.33	-5.119	5.427	0.008
0.34	-5.109	23.895	0.022
0.35	-5.100	41.198	0.030
0.36	-5.093	49.631	0.054
0.37	-5.088	51.097	0.119
0.38	-5.083	51.134	0.140
0.39	-5.079	51.139	0.130
0.4	-5.076	51.139	0.183
0.41	-5.073	51.139	0.182
0.42	-5.072	51.131	0.158
0.43	-5.072	50.881	0.105
0.44	-5.073	48.439	-0.013
0.45	-5.074	41.548	-0.033
0.46	-5.074	32.150	-0.082
0.47	-5.076	23.616	-0.126
0.48	-5.078	16.691	-0.087
0.49	-5.080	11.011	-0.110
0.5	-5.083	6.078	-0.129
0.51	-5.086	1.206	-0.125
0.52	-5.089	-4.467	-0.108
0.53	-5.092	-11.742	-0.135
0.54	-5.094	-21.028	-0.133
0.55	-5.098	-31.925	-0.083
0.56	-5.102	-42.370	-0.117
0.57	-5.106	-48.936	-0.090
0.58	-5.110	-50.958	-0.084
0.59	-5.115	-51.131	-0.115
0.6	-5.120	-50.884	-0.105
0.61	-5.125	-48.897	-0.091
0.62	-5.131	-43.663	-0.073
0.63	-5.138	-36.413	-0.100
0.64	-5.145	-29.477	-0.091
0.65	-5.152	-23.988	-0.051
0.66	-5.160	-20.363	-0.092
0.67	-5.168	-18.564	-0.107
0.68	-5.176	-18.270	-0.079
0.69	-5.184	-19.113	-0.072
0.7	-5.193	-20.695	-0.076
0.71	-5.202	-22.625	-0.091
0.72	-5.212	-24.616	-0.065
0.73	-5.223	-26.577	-0.064
0.74	-5.236	-28.377	-0.056
0.75	-5.251	-29.763	-0.070
0.76	-5.268	-30.730	-0.104
0.77	-5.287	-31.381	-0.079
0.78	-5.307	-31.742	-0.039
0.79	-5.328	-31.836	-0.050
0.8	-5.349	-31.697	-0.058
0.81	-5.371	-31.427	-0.010
0.82	-5.394	-31.133	0.008
0.83	-5.418	-30.838	0.034
0.84	-5.443	-30.506	0.005
0.85	-5.468	-30.138	0.016
0.86	-5.492	-29.753	0.008
0.87	-5.518	-29.342	-0.069
0.88	-5.542	-28.788	-0.041
0.89	-5.566	-28.002	-0.059
0.9	-5.590	-26.994	-0.088
0.91	-5.614	-25.833	-0.064
0.92	-5.639	-24.663	-0.084
0.93	-5.664	-23.558	-0.095
0.94	-5.688	-22.605	-0.088
0.95	-5.714	-21.963	-0.128
0.96	-5.739	-21.659	-0.124
0.97	-5.764	-21.673	0.156
0.98	-5.789	-22.009	0.847
0.99	-5.814	-22.502	1.189
1.0	-5.843	-22.928	0.523
1.01	-5.871	-23.270	0.025
1.02	-5.899	-23.589	0.049
1.03	-5.927	-23.884	-0.066
1.04	-5.954	-24.155	-0.103
1.05	-5.982	-24.384	-0.100
1.06	-6.012	-24.452	-0.101
1.07	-6.040	-24.081	-0.090
1.08	-6.064	-23.155	-0.090
1.09	-6.086	-21.794	-0.074
1.1	-6.107	-19.755	-0.085
1.11	-6.128	-15.905	-0.067
1.12	-6.149	-8.281	-0.049
1.13	-6.171	5.100	-0.052
1.14	-6.193	24.130	0.001
