Interval=	0.01 s
ExcelDateTime=	3.9770648657657373e+004	18/11/2008 15:34:04.021597
TimeFormat=	StartOfBlock
ChannelTitle=	Channel 1	Channel 2	Channel 3
Range=	20.000 mV	50.000 mV	1000.0 µV
0.0	-11.378	4.819	9.0
0.01	-11.388	9.286	18.6
0.02	-11.396	11.873	23.8
0.03	-11.404	12.319	38.9
0.04	-11.414	10.700	53.0
0.05	-11.424	7.444	68.6
0.06	-11.433	3.272	88.9
0.07	-11.440	-1.061	117.1
0.08	-11.445	-4.998	142.5
0.09	-11.449	-8.233	165.6
0.1	-11.453	-10.748	187.5
0.11	-11.455	-12.644	196.9
0.12	-11.458	-13.816	192.1
0.13	-11.461	-14.084	173.8
0.14	-11.464	-13.616	132.9
0.15	-11.464	-12.928	79.8
0.16	-11.463	-12.461	29.0
0.17	-11.459	-12.378	-9.3
0.18	-11.456	-12.627	-35.1
0.19	-11.452	-12.858	-49.5
0.2	-11.446	-12.823	-48.4
0.21	-11.434	-12.863	-45.0
0.22	-11.419	-13.405	-51.7
0.23	-11.403	-14.367	-47.5
0.24	-11.387	-15.352	-38.3
0.25	-11.369	-15.883	-37.1
0.26	-11.351	-15.431	-39.0
0.27	-11.330	-13.886	-38.2
0.28	-11.308	-11.895	-32.2
0.29	-11.283	-10.350	-26.5
0.3	-11.258	-9.750	-26.0
0.31	-11.231	-9.964	-26.2
0.32	-11.205	-10.380	-29.8
0.33	-11.179	-10.547	-34.1
0.34	-11.153	-10.472	-35.6
0.35	-11.126	-10.383	-36.7
0.36	-11.098	-10.636	-38.6
0.37	-11.071	-11.483	-40.5
0.38	-11.042	-12.784	-41.7
0.39	-11.014	-14.122	-41.8
0.4	-10.986	-15.011	-45.6
0.41	-10.957	-15.244	-46.1
0.42	-10.929	-15.136	-43.2
0.43	-10.902	-15.161	-39.6
0.44	-10.876	-15.500	-41.7
0.45	-10.851	-15.969	-46.3
0.46	-10.825	-16.222	-42.9
0.47	-10.799	-16.094	-39.6
0.48	-10.774	-15.794	-42.3
0.49	-10.748	-15.667	-40.1
0.5	-10.723	-15.784	-31.1
0.51	-10.698	-16.023	-10.9
0.52	-10.674	-16.302	3.5
0.53	-10.651	-16.273	7.1
0.54	-10.629	-15.613	18.2
0.55	-10.606	-14.719	33.4
0.56	-10.581	-14.256	35.9
0.57	-10.556	-14.442	19.7
0.58	-10.532	-15.014	-13.9
0.59	-10.508	-15.536	-52.5
0.6	-10.484	-15.609	-75.7
0.61	-10.461	-15.103	-78.3
0.62	-10.441	-14.388	-78.1
0.63	-10.421	-14.020	-81.1
0.64	-10.396	-14.202	-85.1
0.65	-10.365	-14.694	-61.0
0.66	-10.333	-15.138	50.0
0.67	-10.306	-15.256	267.7
0.68	-10.284	-14.898	374.6
0.69	-10.262	-14.267	202.1
0.7	-10.240	-13.880	-10.3
0.71	-10.221	-14.069	-84.0
0.72	-10.200	-14.705	-88.5
0.73	-10.171	-15.431	-81.7
0.74	-10.136	-15.895	-80.8
0.75	-10.097	-15.886	-81.2
0.76	-10.059	-15.542	-78.2
0.77	-10.023	-15.267	-70.0
0.78	-9.985	-15.213	-61.8
0.79	-9.947	-14.814	-58.1
0.8	-9.912	-13.080	-54.8
0.81	-9.879	-9.427	-46.8
0.82	-9.846	-4.173	-42.6
0.83	-9.814	1.502	-37.0
0.84	-9.784	6.217	-29.3
0.85	-9.755	9.206	-23.0
0.86	-9.729	10.392	-14.6
0.87	-9.704	9.905	-6.2
0.88	-9.681	7.930	8.1
0.89	-9.658	4.800	34.5
0.9	-9.634	0.967	56.5
0.91	-9.609	-3.081	74.5
0.92	-9.583	-6.828	96.4
0.93	-9.556	-9.795	119.0
0.94	-9.528	-11.772	133.5
0.95	-9.499	-12.881	134.2
0.96	-9.470	-13.445	116.8
0.97	-9.443	-13.766	81.0
0.98	-9.421	-13.900	29.5
0.99	-9.400	-13.755	-26.2
1.0	-9.377	-13.297	-70.0
1.01	-9.353	-12.700	-95.7
1.02	-9.331	-12.264	-112.7
1.03	-9.311	-12.206	-122.4
1.04	-9.290	-12.594	-126.1
1.05	-9.269	-13.356	-126.9
1.06	-9.245	-14.263	-125.0
1.07	-9.220	-15.014	-121.9
1.08	-9.194	-15.372	-118.5
1.09	-9.167	-15.164	-112.7
1.1	-9.141	-14.461	-110.5
1.11	-9.116	-13.525	-101.7
1.12	-9.091	-12.578	-95.9
1.13	-9.065	-11.745	-102.0
1.14	-9.039	-11.080	-105.7
1.15	-9.014	-10.597	-108.1
1.16	-8.988	-10.338	-109.8
1.17	-8.962	-10.341	-107.8
1.18	-8.936	-10.627	-110.9
1.19	-8.912	-11.125	-112.7
1.2	-8.891	-11.702	-109.6
1.21	-8.869	-12.319	-112.2
1.22	-8.849	-12.988	-118.7
1.23	-8.831	-13.688	-123.4
1.24	-8.813	-14.381	-123.4
1.25	-8.797	-14.941	-120.9
1.26	-8.783	-15.295	-124.3
1.27	-8.771	-15.491	-123.6
1.28	-8.762	-15.563	-120.1
1.29	-8.756	-15.581	-119.0
1.3	-8.748	-15.661	-118.9
1.31	-8.738	-15.789	-118.3
1.32	-8.727	-15.816	-118.7
1.33	-8.715	-15.702	-120.3
1.34	-8.704	-15.584	-118.3
1.35	-8.694	-15.508	-109.5
1.36	-8.684	-15.414	-100.2
1.37	-8.673	-15.317	-88.3
1.38	-8.662	-15.255	-70.9
1.39	-8.651	-15.202	-56.9
1.4	-8.641	-15.098	-51.0
1.41	-8.631	-14.953	-41.1
1.42	-8.620	-14.859	-31.1
1.43	-8.607	-14.822	-40.7
1.44	-8.596	-14.733	-76.5
1.45	-8.583	-14.567	-119.9
1.46	-8.571	-14.416	-144.6
1.47	-8.557	-14.352	-145.2
1.48	-8.544	-14.391	-144.2
1.49	-8.534	-14.483	-143.7
1.5	-8.524	-14.531	-146.3
1.51	-8.515	-14.511	-132.5
1.52	-8.510	-14.448	-29.5
1.53	-8.504	-14.359	197.3
1.54	-8.494	-14.323	348.5
1.55	-8.483	-14.416	210.5
1.56	-8.477	-14.613	-25.8
1.57	-8.471	-14.789	-133.7
1.58	-8.461	-14.867	-152.6
1.59	-8.446	-14.916	-148.8
1.6	-8.429	-14.988	-147.8
1.61	-8.414	-15.042	-148.1
1.62	-8.400	-15.030	-142.8
1.63	-8.386	-14.861	-132.6
1.64	-8.371	-14.342	-127.1
1.65	-8.354	-13.063	-123.6
1.66	-8.339	-10.406	-111.5
1.67	-8.325	-5.988	-105.5
1.68	-8.314	-0.295	-103.8
1.69	-8.304	5.308	-91.9
1.7	-8.297	9.488	-81.3
1.71	-8.291	11.606	-69.7
1.72	-8.287	11.628	-56.3
1.73	-8.283	9.881	-45.5
1.74	-8.281	6.867	-31.9
1.75	-8.279	3.138	-8.8
1.76	-8.279	-0.791	15.8
1.77	-8.277	-4.444	39.5
1.78	-8.277	-7.483	64.5
1.79	-8.275	-9.847	86.4
1.8	-8.273	-11.584	102.6
1.81	-8.271	-12.605	108.2
1.82	-8.270	-12.917	96.1
1.83	-8.271	-12.806	68.9
1.84	-8.273	-12.645	26.5
1.85	-8.278	-12.453	-22.1
1.86	-8.284	-11.964	-63.8
1.87	-8.290	-11.248	-89.9
1.88	-8.299	-10.711	-102.4
1.89	-8.314	-10.641	-109.8
1.9	-8.332	-11.073	-111.8
1.91	-8.353	-11.869	-110.8
1.92	-8.374	-12.823	-109.3
1.93	-8.397	-13.713	-99.5
1.94	-8.422	-14.331	-92.4
1.95	-8.449	-14.592	-89.2
1.96	-8.479	-14.519	-83.5
1.97	-8.509	-14.192	-79.8
1.98	-8.541	-13.730	-77.0
1.99	-8.576	-13.181	-69.2
2.0	-8.614	-12.503	-63.7
2.01	-8.653	-11.809	-63.8
2.02	-8.691	-11.344	-63.8
2.03	-8.726	-11.164	-61.6
2.04	-8.758	-11.156	-62.0
2.05	-8.788	-11.291	-67.0
2.06	-8.819	-11.672	-68.0
2.07	-8.851	-12.241	-63.0
2.08	-8.883	-12.775	-65.3
2.09	-8.914	-13.211	-65.9
2.1	-8.947	-13.675	-60.5
2.11	-8.981	-14.189	-60.6
2.12	-9.018	-14.569	-60.2
2.13	-9.053	-14.719	-60.3
2.14	-9.088	-14.777	-62.6
2.15	-9.121	-14.863	-64.2
2.16	-9.154	-15.036	-67.2
2.17	-9.186	-15.247	-62.5
2.18	-9.217	-15.263	-56.5
2.19	-9.250	-15.052	-50.9
2.2	-9.283	-14.891	-49.2
2.21	-9.316	-14.963	-51.3
2.22	-9.351	-15.141	-52.8
2.23	-9.386	-15.197	-55.3
2.24	-9.420	-15.138	-53.6
2.25	-9.453	-15.063	-49.1
2.26	-9.482	-14.884	-47.3
2.27	-9.512	-14.573	-50.8
2.28	-9.540	-14.333	-54.7
2.29	-9.567	-14.344	-44.6
2.3	-9.593	-14.525	-32.0
2.31	-9.621	-14.627	-25.8
2.32	-9.648	-14.505	-17.1
2.33	-9.676	-14.267	1.1
2.34	-9.704	-14.109	26.8
2.35	-9.731	-14.092	45.7
2.36	-9.757	-14.159	44.5
2.37	-9.781	-14.242	17.8
2.38	-9.803	-14.298	-27.0
2.39	-9.825	-14.330	-57.4
2.4	-9.846	-14.352	-62.5
2.41	-9.866	-14.348	-64.2
2.42	-9.888	-14.313	-65.1
