Interval=	0.01 s
ExcelDateTime=	3.9770409251372788e+004	18/11/2008 9:49:19.318609
TimeFormat=	StartOfBlock
ChannelTitle=	Channel 1	Channel 2	Channel 3
Range=	20.000 mV	50.000 mV	2.000 mV
0.0	-7.839	9.145	0.010
0.01	-7.833	0.270	0.061
0.02	-7.825	-7.595	0.105
0.03	-7.817	-14.081	0.113
0.04	-7.812	-19.042	0.101
0.05	-7.807	-22.459	0.073
0.06	-7.802	-24.398	0.039
0.07	-7.796	-24.984	0.002
0.08	-7.789	-24.395	-0.027
0.09	-7.784	-22.856	-0.045
0.1	-7.778	-20.720	-0.060
0.11	-7.773	-18.522	-0.071
0.12	-7.768	-16.775	-0.074
0.13	-7.763	-15.664	-0.074
0.14	-7.759	-14.891	-0.077
0.15	-7.753	-13.892	-0.083
0.16	-7.748	-12.263	-0.078
0.17	-7.744	-9.981	-0.062
0.18	-7.739	-7.361	-0.059
0.19	-7.734	-4.811	-0.060
0.2	-7.729	-2.644	-0.054
0.21	-7.724	-1.017	-0.056
0.22	-7.720	0.009	-0.057
0.23	-7.716	0.394	-0.056
0.24	-7.712	0.152	-0.058
0.25	-7.708	-0.616	-0.052
0.26	-7.705	-1.758	-0.050
0.27	-7.702	-3.166	-0.058
0.28	-7.699	-4.823	-0.060
0.29	-7.696	-6.709	-0.063
0.3	-7.692	-8.714	-0.068
0.31	-7.688	-10.684	-0.066
0.32	-7.684	-12.478	-0.053
0.33	-7.681	-13.997	-0.046
0.34	-7.678	-15.155	-0.042
0.35	-7.674	-15.884	-0.024
0.36	-7.671	-16.183	-0.011
0.37	-7.668	-16.128	-0.016
0.38	-7.666	-15.841	-0.017
0.39	-7.664	-15.436	-0.011
0.4	-7.662	-14.973	-0.002
0.41	-7.660	-14.463	0.011
0.42	-7.659	-13.908	0.014
0.43	-7.657	-13.350	0.014
0.44	-7.656	-12.830	0.030
0.45	-7.654	-12.331	0.036
0.46	-7.652	-11.798	0.042
0.47	-7.651	-11.195	0.047
0.48	-7.649	-10.531	0.037
0.49	-7.649	-9.822	0.023
0.5	-7.649	-9.094	-0.009
0.51	-7.648	-8.363	-0.039
0.52	-7.649	-7.634	-0.055
0.53	-7.649	-6.961	-0.071
0.54	-7.649	-6.425	-0.075
0.55	-7.646	-6.131	-0.068
0.56	-7.644	-6.139	-0.021
0.57	-7.643	-6.416	0.164
0.58	-7.644	-6.875	0.367
0.59	-7.646	-7.417	0.379
0.6	-7.649	-7.989	0.156
0.61	-7.651	-8.564	-0.112
0.62	-7.648	-9.114	-0.171
0.63	-7.643	-9.606	-0.119
0.64	-7.639	-9.936	-0.099
0.65	-7.638	-10.055	-0.089
0.66	-7.636	-9.992	-0.085
0.67	-7.634	-9.570	-0.087
0.68	-7.631	-7.992	-0.084
0.69	-7.628	-3.725	-0.070
0.7	-7.626	4.297	-0.057
0.71	-7.625	15.103	-0.048
0.72	-7.624	25.972	-0.044
0.73	-7.624	34.133	-0.031
0.74	-7.623	38.005	-0.012
0.75	-7.623	37.386	-0.008
0.76	-7.622	33.008	-0.002
0.77	-7.621	25.992	0.022
0.78	-7.621	17.523	0.057
0.79	-7.621	8.684	0.083
0.8	-7.621	0.348	0.084
0.81	-7.622	-6.905	0.081
0.82	-7.624	-12.789	0.078
0.83	-7.628	-17.227	0.056
0.84	-7.632	-20.220	0.028
0.85	-7.636	-21.808	-0.006
0.86	-7.638	-22.086	-0.036
0.87	-7.638	-21.261	-0.061
0.88	-7.638	-19.669	-0.096
0.89	-7.640	-17.789	-0.113
0.9	-7.643	-16.161	-0.113
0.91	-7.646	-15.145	-0.116
0.92	-7.651	-14.678	-0.113
0.93	-7.658	-14.311	-0.107
0.94	-7.669	-13.531	-0.097
0.95	-7.682	-12.103	-0.082
0.96	-7.698	-10.144	-0.079
0.97	-7.716	-7.966	-0.087
0.98	-7.733	-5.906	-0.083
0.99	-7.751	-4.188	-0.078
1.0	-7.769	-2.916	-0.076
1.01	-7.788	-2.116	-0.072
1.02	-7.806	-1.753	-0.070
1.03	-7.826	-1.795	-0.073
1.04	-7.846	-2.228	-0.081
1.05	-7.866	-3.025	-0.085
