Interval=	0.01 s
ExcelDateTime=	3.9777699181002281e+004	25/11/2008 16:46:49.238597
TimeFormat=	StartOfBlock
ChannelTitle=	Channel 1	Channel 2	Channel 3
Range=	20.000 mV	200.0 mV	1000.0 µV
0.0	-8.650	-33.8	-0.0
0.01	-8.679	-31.6	18.7
0.02	-8.705	-29.2	74.2
0.03	-8.726	-26.7	90.8
0.04	-8.746	-24.1	49.4
0.05	-8.768	-21.5	11.6
0.06	-8.796	-17.8	-2.3
0.07	-8.828	-10.1	-19.5
0.08	-8.863	5.1	-51.3
0.09	-8.900	30.0	-76.8
0.1	-8.938	64.2	-119.4
0.11	-8.976	104.6	-166.0
0.12	-9.013	144.2	-177.0
0.13	-9.051	173.6	-174.3
0.14	-9.089	184.9	-159.1
0.15	-9.125	174.0	-141.5
0.16	-9.161	143.2	-108.4
0.17	-9.199	100.3	-57.1
0.18	-9.239	53.6	-0.3
0.19	-9.277	8.9	61.6
0.2	-9.315	-30.0	79.3
0.21	-9.353	-61.0	56.7
0.22	-9.392	-83.2	51.0
0.23	-9.429	-97.3	63.4
0.24	-9.465	-104.9	65.6
0.25	-9.499	-108.2	71.2
0.26	-9.534	-108.0	92.3
0.27	-9.567	-104.1	83.1
0.28	-9.599	-96.6	41.2
0.29	-9.631	-86.3	10.2
0.3	-9.661	-73.9	-3.3
0.31	-9.693	-60.1	17.1
0.32	-9.724	-45.9	63.3
0.33	-9.755	-32.4	65.7
0.34	-9.786	-20.5	12.8
0.35	-9.816	-10.8	-37.2
0.36	-9.844	-3.9	-66.5
0.37	-9.870	-0.1	-72.5
0.38	-9.895	0.8	-66.4
0.39	-9.918	-0.9	-50.5
0.4	-9.941	-4.1	22.1
0.41	-9.966	-8.2	95.1
0.42	-9.990	-12.9	101.8
0.43	-10.014	-17.7	88.5
0.44	-10.037	-22.5	73.8
0.45	-10.056	-27.4	75.7
0.46	-10.075	-32.0	98.6
0.47	-10.094	-36.2	99.7
0.48	-10.113	-39.5	98.8
0.49	-10.131	-41.5	99.2
0.5	-10.150	-42.2	-19.9
0.51	-10.168	-42.0	-346.4
0.52	-10.185	-41.1	-482.1
0.53	-10.201	-39.8	-23.1
0.54	-10.220	-38.4	426.1
0.55	-10.243	-36.9	341.9
0.56	-10.266	-35.3	117.3
0.57	-10.286	-33.7	28.8
0.58	-10.303	-31.7	25.8
0.59	-10.318	-29.3	70.8
0.6	-10.331	-26.6	82.3
0.61	-10.342	-23.9	29.0
0.62	-10.353	-21.0	-8.5
0.63	-10.363	-17.0	-23.9
0.64	-10.373	-9.4	-51.1
0.65	-10.381	5.2	-82.2
0.66	-10.391	29.5	-115.0
0.67	-10.401	63.7	-150.7
0.68	-10.413	104.9	-159.8
0.69	-10.427	146.3	-149.3
0.7	-10.441	178.5	-169.9
0.71	-10.453	192.9	-187.4
0.72	-10.463	184.6	-163.7
0.73	-10.471	154.8	-119.8
0.74	-10.481	111.4	-69.7
0.75	-10.491	63.3	-22.6
0.76	-10.500	16.8	16.6
0.77	-10.509	-24.3	75.4
0.78	-10.519	-57.5	118.6
0.79	-10.528	-81.8	91.6
0.8	-10.534	-97.8	61.4
0.81	-10.538	-107.1	63.3
0.82	-10.539	-111.7	74.2
0.83	-10.538	-112.3	71.3
0.84	-10.536	-108.9	56.0
0.85	-10.533	-101.0	79.8
0.86	-10.528	-89.5	99.8
0.87	-10.521	-75.8	58.8
0.88	-10.511	-61.2	19.3
0.89	-10.498	-46.9	11.4
0.9	-10.483	-33.6	9.6
0.91	-10.466	-21.8	-1.1
0.92	-10.449	-11.8	-10.4
0.93	-10.433	-4.0	-4.0
0.94	-10.414	1.0	-13.9
0.95	-10.391	3.0	-40.5
0.96	-10.364	1.8	-34.8
0.97	-10.337	-1.9	13.2
0.98	-10.309	-7.3	57.2
0.99	-10.281	-13.4	78.3
1.0	-10.254	-19.3	97.0
1.01	-10.228	-24.8	101.3
1.02	-10.199	-29.4	95.0
1.03	-10.172	-33.4	97.5
1.04	-10.146	-36.6	110.0
1.05	-10.119	-39.3	128.9
1.06	-10.090	-41.5	127.7
1.07	-10.061	-43.1	-17.3
1.08	-10.033	-43.8	-369.7
1.09	-10.005	-43.5	-500.5
1.1	-9.980	-42.3	-15.6
1.11	-9.957	-40.5	442.0
1.12	-9.938	-38.4	351.9
1.13	-9.919	-36.2	133.4
1.14	-9.896	-34.0	48.7
1.15	-9.868	-31.7	39.6
1.16	-9.837	-29.6	41.6
1.17	-9.804	-27.5	31.8
1.18	-9.772	-25.2	42.6
1.19	-9.741	-22.4	45.1
1.2	-9.711	-18.1	13.3
1.21	-9.683	-10.1	-20.3
1.22	-9.656	5.1	-45.1
1.23	-9.628	29.6	-84.5
1.24	-9.602	63.6	-135.3
1.25	-9.576	104.6	-174.7
1.26	-9.553	146.2	-207.4
1.27	-9.531	179.1	-209.1
1.28	-9.509	194.6	-158.5
1.29	-9.488	187.2	-106.3
1.3	-9.466	158.5	-86.0
1.31	-9.444	116.3	-61.9
1.32	-9.422	68.5	-21.7
1.33	-9.399	21.1	23.3
1.34	-9.376	-21.9	58.9
